features.source_id;features.p2p_scatter_over_mad;features.small_kurtosis;features.n_points;features.freq3_harmonics_rel_phase_2;features.p2p_scatter_2praw;features.freq_signif_ratio_31;features.beyond1std;features.freq1_harmonics_rel_phase_0;features.freq1_harmonics_rel_phase_1;features.freq1_harmonics_rel_phase_2;features.max_slope;features.freq1_harmonics_amplitude_2;features.freq1_harmonics_amplitude_3;features.freq1_harmonics_amplitude_0;features.freq1_harmonics_amplitude_1;features.qso_log_chi2nuNULL_chi2nu;features.freq2_harmonics_freq_0;features.freq3_harmonics_amplitude_1;features.percent_difference_flux_percentile;features.qso_log_chi2_qsonu;features.flux_percentile_ratio_mid20;features.freq1_harmonics_rel_phase_3;features.flux_percentile_ratio_mid80;features.freq3_harmonics_freq_0;features.min;features.skew;features.median_buffer_range_percentage;features.freq_amplitude_ratio_21;features.fold2P_slope_90percentile;features.freq_varrat;features.median_absolute_deviation;features.flux_percentile_ratio_mid35;features.freq2_harmonics_amplitude_1;features.freq2_harmonics_amplitude_0;features.freq2_harmonics_rel_phase_0;features.freq2_harmonics_amplitude_2;features.freq2_harmonics_rel_phase_3;features.freq2_harmonics_rel_phase_2;features.freq2_harmonics_rel_phase_1;features.freq_frequency_ratio_31;features.freq3_harmonics_amplitude_2;features.freq_signif_ratio_21;features.freq2_harmonics_amplitude_3;features.freq3_harmonics_amplitude_3;features.freq1_harmonics_freq_0;features.flux_percentile_ratio_mid65;features.freq_signif;features.freq_y_offset;features.freq_frequency_ratio_21;features.linear_trend;features.std;features.scatter_res_raw;features.max;features.weighted_average;features.fold2P_slope_10percentile;features.median;features.flux_percentile_ratio_mid50;features.percent_amplitude;features.freq3_harmonics_rel_phase_3;features.freq3_harmonics_rel_phase_0;features.freq3_harmonics_rel_phase_1;features.freq3_harmonics_amplitude_0;features.medperc90_2p_p;features.amplitude;features.p2p_scatter_pfold_over_mad;features.p2p_ssqr_diff_over_var;features.freq_amplitude_ratio_31;features.stetson_j;features.stetson_k;sources.original_source_id;sources.noisification;sources.noise_args;sources.true_period;sources.classification;sources.survey;sources.c1;sources.c2;sources.e1;sources.e2
733;1.11399977801;-1.0800688461;200.0;2.57841774887;0.011174516424;0.303471377042;0.55;0.0;0.0441926472799;1.59424535155;109.0;0.0936773339811;0.0719469498938;3.08148486609;0.0334918701697;-0.22953374406;19.8641438952;0.0274025714865;15.9500809806;7.13413377799;0.0962700686301;2.29768433854;0.894679465029;3.52379513779;0.741789305459;-0.00385953018966;0.16;0.0430326264565;2.4477648821;0.000130185546543;2.08000435622;0.222064266852;0.0292683577931;0.132604387174;-2.37639424278;0.0517376444726;0.261534760225;-2.88279894229;2.7027405647;27.2843547773;0.00981953992261;0.736842902098;0.0811519151738;0.0132877227927;0.129150759347;0.629437332205;11.2262404445;0.752107518178;153.8058622;-8.13615018667e-05;2.12843642678;0.0660490683414;7.24791322447;3.23206906916;-2.34078498121;4.07065289217;0.408898533129;20.4558356908;-2.53945717487;-0.819639245375;-2.11431786486;0.0541575551765;1.2190112555;3.2530619595;0.090890553012;2.13444044689;0.0175751488422;18.8057009186;1.1074938891;733;identity;[];7.74208581783;sinusoidal;Synthetic;0.0;0.0;0.0;0.
734;1.19437822948;-1.10435435052;200.0;-2.73742196146;0.0115069185668;0.399921530937;0.54;0.0;-2.50580403041;-1.74283788111;174.0;0.0536958683984;0.020751234051;2.62104165365;0.0470072586844;0.000219684085213;19.4945214074;0.0132371294286;10.1265599134;6.9711460328;0.123636593687;2.84681139109;0.836136706979;12.8787115774;0.127901996869;-0.0638672425006;0.17;0.0231448816681;3.09453537165;0.000548780569032;1.8103809798;0.213234230927;0.00426088409417;0.060663698921;-1.5716317114;0.00748186216915;-1.9259289142;3.07778109088;-2.23666325208;61.9257990868;0.012919562983;0.704881877352;0.0124894212093;0.00534378581107;0.207970050727;0.582223573331;11.3104789903;0.668211218853;93.7371575342;8.00016000355e-05;1.7961025798;0.066048879296;5.85551834219;2.23072594197;-3.28458886869;2.92998460081;0.397211641086;12.2078777823;-2.26473116809;1.96381151955;-2.62906763811;0.0268006288373;1.04185868941;2.86380817266;0.0903597532014;2.15102384427;0.010225182343;16.1141961993;1.1015925559;734;identity;[];4.80807565857;sinusoidal;Synthetic;0.0;0.0;0.0;0.
735;1.13238993188;-0.619287147928;200.0;0.366191003766;0.0636561941187;0.382962036438;0.0;0.0;1.73210987941;0.333127426339;132.0;0.0118584174775;0.00926900934667;0.187456621209;0.0185222696963;0.0757576444251;0.508672390563;0.00325692394714;0.364225497427;3.30488899118;0.347994986283;-1.38724585967;0.917576500762;0.00658215065055;4.49982506839;-0.158236239896;0.155;0.0676650690281;0.581698665825;0.00366121222175;0.131249771335;0.498834558883;0.00218024768236;0.0126842652139;0.564533300996;0.00378194507955;0.990586400598;-1.31088534667;-2.54231627035;0.0129314354824;0.00183537585203;0.626503173303;0.00384537878472;0.000943898197095;0.509003865775;0.814435047334;11.1550913262;-0.100105408008;0.99934877663;8.54123190715e-06;0.138164284707;0.139154302653;4.98621677361;4.87436132097;-0.562003311723;4.78123588658;0.675934383462;0.295878627585;-1.1895148993;0.954419525901;-3.06885933326;0.00805824188479;1.19333795941;0.243195852611;0.252231892103;2.06335865492;0.0429872353019;0.52510890061;1.11762721731;735;identity;[];3.92947055691;detached;Synthetic;0.0;0.0;0.0;0.
736;1.98930066839;1.02862748328;200.0;-2.28147208594;0.921355360614;0.397551281155;0.0;0.0;2.0481031207;-2.87485147475;65.0;0.0414551215444;0.00339639092605;0.3835553771;0.163471522285;-0.25415270003;8.79852924257;0.0234936994143;1.12234826305;4.538198299;0.133781961533;-1.67329847626;0.768145566672;8.65426635459;3.31350921694;-0.969406038473;0.44;0.442958756181;6.15672711581;0.134807097339;0.123374351425;0.269241553513;0.107494304188;0.169899212766;1.463468923;0.0166842611948;-1.06367665725;1.74126019154;-0.890014594984;4.12512570033;0.0416220722984;0.550130961378;0.0669099018782;0.015888973507;2.09794003463;0.542822958434;10.5541242817;-0.251958761097;4.1938897668;2.96268331851e-05;0.297696034907;1.84794488962;4.41886400144;4.19183284661;-6.9850334894;4.18380856466;0.425921141619;1.22904963457;-1.35284393293;-1.93287553662;0.601595877936;0.152757710788;0.869019564931;0.55267739225;1.86954181235;2.15292695605;0.398267681561;1.64791869948;0.876275910113;736;identity;[];8.26125664602;detached;Synthetic;0.0;0.0;0.0;0.
737;1.29506894493;-1.34788315082;200.0;-1.35571885638;0.0874178532522;0.242455378743;0.0;0.0;-3.0584604905;0.24135925505;100.0;0.0765601845717;0.0378345924964;0.543387710582;0.0372231156411;0.38355410247;17.5481567579;0.00671201194419;1.08240718619;4.33460259481;0.253161979764;-0.142588308835;0.895990463105;0.667889428305;3.37601533946;0.391255000236;0.265;0.143695146187;0.597619105944;0.0152215702043;0.303073351074;0.381983945302;0.021174874109;0.0780821765083;2.14696663628;0.00372280310445;3.11956557913;2.70948777659;0.0645669517475;3.12828438949;0.00506399683134;0.693499810196;0.00638137797056;0.0048659603245;0.213500227329;0.705322956694;11.0470614039;-0.114244364971;82.1926841834;-2.60065575484e-05;0.447354864835;0.382710477147;4.93175527215;4.27409676696;-0.826781491907;3.93485265488;0.580388069153;0.673150186514;-0.363765319012;-1.38809363909;-0.426221996846;0.0247277160057;0.954631368064;0.777869966345;0.484338920248;1.82106327106;0.0455065794167;3.45732191276;0.978813582206;737;identity;[];9.36512831898;detached;Synthetic;0.0;0.0;0.0;0.
738;1.16762832548;-1.07722522224;200.0;-0.69826534297;0.0992928657633;0.391239120077;0.335;0.0;-0.180799903148;-0.178472631262;59.0;0.0623287637854;0.0613935199591;0.632552569252;0.0285339701788;-0.0810999521;8.77057924477;0.000777773767947;1.34746425383;4.18708503356;0.261741340663;-2.04009696083;0.882936443596;0.704498378969;1.46321591828;-0.000328145333928;0.195;0.0811492564023;2.37119979172;0.00653202426336;0.444229511872;0.458383443484;0.0122133268751;0.0513311706302;1.19310492046;0.0145118737034;-2.37424636893;0.232399545187;0.671956891453;1.29108421412;0.00520969933118;0.618768330573;0.00215539354252;0.00248666766718;0.545664156735;0.736361995509;11.1048558284;0.145082479525;16.0732185476;-8.39159465471e-06;0.483764910025;0.22519210654;3.27401702514;2.25012079931;-2.14679653553;2.36471899307;0.586568782198;1.29404128734;-0.933512659355;-1.05681774682;-1.832623681;0.024408764907;1.0011243288;0.905400553429;0.354875602529;1.99572972658;0.0385877255007;3.99503929721;1.09476017866;738;identity;[];3.66518725012;detached;Synthetic;0.0;0.0;0.0;0.
739;1.27788223367;-0.942409208665;200.0;-2.96598861747;0.0825616597639;0.49937285517;0.0;0.0;-1.84641734196;-0.795038600164;88.0;0.0171199181601;0.0495118515421;0.337877761568;0.0305500517003;0.0743776782108;0.160714992681;0.00606448602896;0.690366136803;3.78290494455;0.182029507096;2.70030315741;0.9148402128;3.34061846275;1.56320585222;0.198999358456;0.27;0.204879285452;0.642330234352;0.0369038653093;0.215372080495;0.417253670551;0.0131882248321;0.0692241543603;2.32486326615;0.0148131312429;-0.706124338779;-1.96918576246;0.944367546318;10.3978062722;0.00389976737077;0.669375760231;0.0112366075716;0.00212499464215;0.321281083268;0.709003892353;11.2248327692;-0.176017929613;0.500231731809;5.14977700922e-05;0.258588045823;0.230866543499;2.61892365007;2.31383567373;-0.675963004187;2.0847395458;0.551447119955;0.616640585271;-0.736669112194;-1.57946367698;-0.0084973918919;0.0226451033725;0.94019498357;0.527858898925;0.426954988425;2.13614674153;0.0670215857575;1.66389741055;1.03875937274;739;identity;[];6.2244689708;detached;Synthetic;0.0;0.0;0.0;0.
740;1.32769617332;-0.534711916206;200.0;-2.10649187221;0.0821349123419;0.332183779113;0.0;1.81898940355e-12;1.05143925798;3.02647595871;4.0;0.0304977939499;0.0364632552555;0.513675849317;0.126238730328;0.146276185377;0.725145441015;0.00979862156429;1.16668754045;3.91045223199;0.2149596893;-0.188789118278;0.906059262651;3.04318001847;2.78763489901;-0.268919428877;0.215;0.221267355426;4.46993627487;0.0194608765699;0.296601658391;0.350801230685;0.0499015779829;0.113659696724;-0.813413467535;0.0479708421917;-2.19534389283;0.745015563974;2.89795171594;2.09832389914;0.00486218009477;0.592918937129;0.0186662704464;0.00730001084203;1.45029088203;0.682996065708;11.5781263802;-0.40698266284;0.5;-4.3748701337e-07;0.370590043438;0.319780717642;4.26529487576;4.0502491102;-3.24568980744;3.69378557558;0.496326944557;1.30388220666;0.949774637821;-0.0541536563572;1.54800279188;0.0380814632981;0.85279515943;0.738829988371;0.454344540079;2.04594477666;0.0741352028691;2.88356029412;1.066142015;740;identity;[];1.37903385157;detached;Synthetic;0.0;0.0;0.0;0.
741;0.894558524255;-1.34039206179;200.0;-1.80340035297;0.0147056557497;0.352033122707;0.405;0.0;0.157549978525;1.33362163588;86.0;0.177505358969;0.162465634198;4.2697078659;0.074658623039;0.0878564514433;0.0674841165929;0.0282411539999;38.5640111321;7.35563724659;0.0742707261315;-0.937649268546;0.910630952824;0.567876919287;-0.259124980913;0.0618709876877;0.125;0.0322946066452;3.73335148385;0.000215452333632;3.01204609578;0.159685235684;0.0319285676614;0.137888536019;2.6548840412;0.0208978983991;-0.0188917594605;-1.20942273522;-2.02314651482;3.90706460144;0.0171949012027;0.622416914999;0.0280211061537;0.0296413649172;0.14534618114;0.513834578109;11.1811473564;-0.889025353859;0.464299206649;0.00012763814758;3.11302030099;0.0778619761339;9.12363802409;5.22199381473;-3.6380532964;3.96694289798;0.258493465129;48.0260779679;-2.3603927071;-2.93127499803;-2.16580587478;0.0886456286072;0.987927389687;4.6913815025;0.0869754487064;1.74948736979;0.0207615207858;28.0110696387;1.11394924401;741;identity;[];6.87930898804;sinusoidal;Synthetic;0.0;0.0;0.0;0.
742;0.908886670363;-1.45251509057;200.0;1.7203261673;0.00936288965283;0.390827712615;0.37;0.0;1.19173250496;-2.05520180344;53.0;0.0290531898686;0.0235491069843;2.27550085149;0.025345769029;-0.21157290045;17.8590698355;0.00894870299354;6.726859714;7.24088392719;0.169501543626;1.68272996626;0.833626286987;15.1209494754;1.51298704819;0.0754311418522;0.15;0.014332726161;3.86070592427;8.83342186611e-05;1.60011811991;0.342353558148;0.00393440362276;0.0326141305836;-2.53132842154;0.00250569454915;0.467683217804;-2.8480952564;1.67767518361;52.0277731582;0.00534797908758;0.711646745938;0.00422405433816;0.00594242274;0.290632263454;0.715601317719;11.2612275606;-0.00726546541575;61.4490271079;2.58250049977e-05;1.57383677287;0.0455392311577;6.37551711352;3.97017166599;-4.03996564895;3.78839636945;0.580493172896;7.13137010076;1.86932286953;-2.18208572203;3.01773108106;0.0237701796799;1.02624201093;2.43126503267;0.0673734816398;1.92559414252;0.0104461308658;14.0013597352;1.11045113831;742;identity;[];3.44084067161;sinusoidal;Synthetic;0.0;0.0;0.0;0.
